StartDate,EndDate,AssetID,MachineName,MachineType,OEM,Model,VIN,Manufacturing year,EngineType,EmissionStandard,Site,Group,Active (hh:mm),Idle (hh:mm),Total On (hh:mm),Off (hh:mm),Idle (%),Utilisation (%),Fuel (L),Fuel burn (l/h),CO2 Emissions (t),Tips,Indicative payload (t),Data Level (%),Telematics found,Activity Data Source,Location Data Source,Hour Meter Data Source,Productivity Data Source,Fuel Data Source,Ownership type,Owner,Note,Subscriptions
2023/07/31,2023/08/01,72,72,DOZER,CATERPILLAR,D9T,REX00475,2016,,,QUINCY,UNALLOCATED,,,,,,,,,,0,,0,Yes,MaxActive - LoRa 4CBC98321174F405,MaxActive - LoRa 4CBC98321174F405,MaxActive - LoRa 4CBC98321174F405,CAT - AEMP 2.0,CAT - AEMP 2.0,LEASED,Imerys,,
2023/07/31,2023/08/01,7249,Camion d'eau 7249,WATER_BOWSER,OTHER,,,,Diesel,,CLERAC,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 357544370754943,MaxTracker 357544370754943,MaxTracker 357544370754943,,,OWNED,,,
2023/07/31,2023/08/01,740B,740B,DUMPER,CATERPILLAR,,T4R03087,,Diesel,,RABENWALD,UNALLOCATED,,,,,,,,,,0,,0,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,775G-1,775G-CAT 10,RDT,CATERPILLAR,775G,MJS02099,,Diesel,,RABENWALD,UNALLOCATED,12:12,05:48,18:00,,32.2,67.8,881,48.94,2.33,51,2065.0,100,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,775G-2,775G-CAT 9,RDT,CATERPILLAR,,MJS02048,,Diesel,,RABENWALD,UNALLOCATED,04:00,03:06,07:06,,43.7,56.3,273,38.45,0.72,19,901.0,50,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,775G-3,775G-CAT 5,RDT,CATERPILLAR,,RFM00385,,Diesel,,RABENWALD,UNALLOCATED,,,,,,,,,,0,,0,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,775G-4,775G-CAT 7,RDT,CATERPILLAR,,RFM00712,,Diesel,,RABENWALD,UNALLOCATED,16:42,,16:42,,,100,,,,0,,100,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,775G-CAT 6,775G-CAT 6,RDT,CATERPILLAR,775G,RFM00584,,Diesel,,RABENWALD,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,OWNED,,,
2023/07/31,2023/08/01,803,Excavator,EXCAVATOR,KOMATSU,PC1250SP-7,,,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907058925750,MaxTracker 866907058925750,MaxTracker 866907058925750,,,,,,
2023/07/31,2023/08/01,804,Excavator,EXCAVATOR,KOMATSU,PC1250SP-7,,,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907059118975,MaxTracker 866907059118975,MaxTracker 866907059118975,,,,,,
2023/07/31,2023/08/01,809,Drill T45,DRILL,OTHER,SmartROC T45-10,,,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907059119684,MaxTracker 866907059119684,MaxTracker 866907059119684,,,,,,
2023/07/31,2023/08/01,8114,8114,OTHER,CATERPILLAR,,49Z01600,,,,LOMPOC,UNALLOCATED,10:30,,10:30,,,100,,,,0,,100,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,8119,8119,OTHER,CATERPILLAR,,MGF00191,,,,LOMPOC,UNALLOCATED,,,,,,,,,,0,,0,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,8126,8126,OTHER,CATERPILLAR,,7MJ00061,,,,LOMPOC,UNALLOCATED,,,,,,,,,,0,,0,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,8135,8135,OTHER,CATERPILLAR,,63W03659,,,,LOMPOC,UNALLOCATED,,,,,,,,,,0,,0,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,849,Grader,GRADER,JOHN_DEERE,770CH,,,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907058925875,MaxTracker 866907058925875,MaxTracker 866907058925875,,,,,,
2023/07/31,2023/08/01,862,Dozer,DOZER,KOMATSU,375A,,,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907059115674,MaxTracker 866907059115674,MaxTracker 866907059115674,,,,,,
2023/07/31,2023/08/01,90129,Fork Lift 90129,DIESEL_FORKLIFT,OTHER,Toyota Forklift Loading Out,loading out forklift ,,,,DORSET,DORSET - Processing,00:11,00:32,00:43,28:27,74.8,25.2,,,,,,100,Yes,MaxActive - Cellular 862315069897436,MaxActive - Cellular 862315069897436,MaxActive - Cellular 862315069897436,,,,,,
2023/07/31,2023/08/01,91635,KOMATSU D65EX-18,DOZER,KOMATSU,D65EX,91635,2019,Diesel,Stage IV,TOURNON SAINT MARTIN,UNALLOCATED,12:20,00:43,13:04,25:59,5.6,94.4,127,9.73,0.34,,,100,Yes,MaxTracker 354018118809353,MaxTracker 354018118809353,MaxTracker 354018118809353,Komatsu - AEMP 2.0,Komatsu - AEMP 2.0,LEASED,,,
2023/07/31,2023/08/01,966M XE,966M XE,WHEEL LOADER,CATERPILLAR,,FL200425,,Diesel,,RABENWALD,UNALLOCATED,04:30,02:00,06:30,,30.8,69.2,92,14.15,0.24,0,,100,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,991951,Mill,OTHER,OTHER,MILL ,MILL PLAN,,Electric,,DORSET,DORSET - Processing,00:00,00:00,00:00,28:22,,,,,,,,100,Yes,MaxActive - Cellular 868963040342313,MaxActive - Cellular 868963040342313,MaxActive - Cellular 868963040342313,,,,,,
2023/07/31,2023/08/01,A263,A263,EXCAVATOR,VOLVO,EC750,,,Diesel,,CORNWALL,WA4,15:44,00:07,15:52,21:53,0.7,99.3,,,,,,100,Yes,MaxActive - LoRa 4CBC983221C37757,MaxActive - LoRa 4CBC983221C37757,MaxActive - LoRa 4CBC983221C37757,,,,,,
2023/07/31,2023/08/01,A265,A265,EXCAVATOR,VOLVO,E,,,Diesel,,CORNWALL,CA,13:22,00:10,13:32,22:06,1.2,98.8,,,,,,100,Yes,MaxActive - LoRa 4CBC9831D7FC0B3B,MaxActive - LoRa 4CBC9831D7FC0B3B,MaxActive - LoRa 4CBC9831D7FC0B3B,,,RENTED,CPI,,
2023/07/31,2023/08/01,A266,A266,EXCAVATOR,VOLVO,EC750,,,Diesel,,CORNWALL,WA3,14:42,00:00,14:42,23:16,0,100,,,,,,100,Yes,MaxActive - LoRa 4CBC9831F8D7E0C6,MaxActive - LoRa 4CBC9831F8D7E0C6,MaxActive - LoRa 4CBC9831F8D7E0C6,,,LEASED,CPI,,
2023/07/31,2023/08/01,A267,A267,EXCAVATOR,KOMATSU,PC490,K75302,,Diesel,,CORNWALL,WA4,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC9831CF9614F9,MaxActive - LoRa 4CBC9831CF9614F9,MaxActive - LoRa 4CBC9831CF9614F9,,,RENTED,CPI,,
2023/07/31,2023/08/01,A268,A268,EXCAVATOR,VOLVO,EC380EL,C380E315260,,Diesel,,CORNWALL,WA,00:00,00:00,00:00,37:47,,,,,,,,100,Yes,MaxActive - LoRa 4CBC98315B7FB228,MaxActive - LoRa 4CBC98315B7FB228,MaxActive - LoRa 4CBC98315B7FB228,,,RENTED,CPI,,
2023/07/31,2023/08/01,A269,A269,EXCAVATOR,VOLVO,EC,C380E315259,,Diesel,,CORNWALL,WA,00:00,00:00,00:00,37:52,,,,,,,,100,Yes,MaxActive - LoRa 4CBC98315DA8A383,MaxActive - LoRa 4CBC98315DA8A383,MaxActive - LoRa 4CBC98315DA8A383,,,RENTED,CPI,,
2023/07/31,2023/08/01,A270,A270,EXCAVATOR,VOLVO,EC380EL,C380E314593,,Diesel,,CORNWALL,WA,14:23,00:07,14:30,23:01,0.8,99.2,,,,,,100,Yes,MaxActive - LoRa 4CBC983146E88692,MaxActive - LoRa 4CBC983146E88692,MaxActive - LoRa 4CBC983146E88692,,,RENTED,CPI,,
2023/07/31,2023/08/01,A271,A271,EXCAVATOR,VOGELE,EC380EL,C380E314622,,Diesel,,CORNWALL,UNALLOCATED,14:29,00:25,14:53,22:53,2.8,97.2,,,,,,100,Yes,MaxActive - LoRa 4CBC98315C22009A,MaxActive - LoRa 4CBC98315C22009A,MaxActive - LoRa 4CBC98315C22009A,,,RENTED,CPI,,
2023/07/31,2023/08/01,A272,A272,EXCAVATOR,VOLVO,EC380EL,C380E315236,,Diesel,,CORNWALL,WA,00:00,00:00,00:00,37:38,,,,,,,,100,Yes,MaxActive - LoRa 4CBC98315DFCF65F,MaxActive - LoRa 4CBC98315DFCF65F,MaxActive - LoRa 4CBC98315DFCF65F,,,RENTED,CPI,,
2023/07/31,2023/08/01,A30G340467,A30G340467,OTHER,VOLVO,,A30G340467,,,,PLOEMEUR,UNALLOCATED,,,,,,,,,,,,0,Yes,Volvo - AEMP 2.0,Volvo - AEMP 2.0,Volvo - AEMP 2.0,,Volvo - AEMP 2.0,,,,
2023/07/31,2023/08/01,A40G1,Volvo A40G1,DUMP_TRUCK,VOLVO,A40G,,,Diesel,,LUZENAC,UNALLOCATED,19:29,00:00,19:29,17:53,0,100,,,,,,100,Yes,MaxActive - Cellular 862315066523555,MaxActive - Cellular 862315066523555,MaxActive - Cellular 862315066523555,,,LEASED,Imerys,,
2023/07/31,2023/08/01,A40G4,Volvo A40G4,DUMP_TRUCK,VOLVO,A40G,,,Diesel,,LUZENAC,UNALLOCATED,19:13,00:00,19:13,18:16,0,100,,,,,,100,Yes,MaxActive - Cellular 862315066523605,MaxActive - Cellular 862315066523605,MaxActive - Cellular 862315066523605,,,OWNED,Imerys,,
2023/07/31,2023/08/01,A40G5,Volvo A40G5,DUMP_TRUCK,VOLVO,A40G,,,Diesel,,LUZENAC,UNALLOCATED,11:55,00:00,11:55,25:38,0,100,,,,,,100,Yes,MaxActive - Cellular 862315066523456,MaxActive - Cellular 862315066523456,MaxActive - Cellular 862315066523456,,,OWNED,Imerys,,
2023/07/31,2023/08/01,A9P00359,A9P00359,OTHER,CATERPILLAR,,A9P00359,,,,SYLACAUGA,UNALLOCATED,,,,,,,,,,0,,0,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,ADT 42,ADT 42,DUMP_TRUCK,VOLVO,A40F,,,,,MALAYSIA,UNALLOCATED,18:07,03:19,21:25,14:51,15.5,84.5,,,,,,100,Yes,MaxActive - Cellular 868963040373060,MaxActive - Cellular 868963040373060,MaxActive - Cellular 868963040373060,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,ADT 48 LL&T,ADT LOWLAND AND TOP,DUMP_TRUCK,VOLVO,A40-F,,,,,MALAYSIA,UNALLOCATED,07:13,00:47,08:00,26:18,9.9,90.1,,,,,,100,Yes,MaxActive - Cellular 868963040257008,MaxActive - Cellular 868963040257008,MaxActive - Cellular 868963040257008,,,,,,
2023/07/31,2023/08/01,ADT 50-TOP,ADT ON TOP-F,DUMP_TRUCK,VOLVO,A40-F,,,,,MALAYSIA,UNALLOCATED,17:37,02:41,20:18,16:31,13.2,86.8,,,,,,100,Yes,MaxActive - Cellular 862315066610741,MaxActive - Cellular 862315066610741,MaxActive - Cellular 862315066610741,,,,,,
2023/07/31,2023/08/01,ADT 58,ADT 58,DUMP_TRUCK,VOLVO,A40G,,,,,MALAYSIA,UNALLOCATED,24:46,03:47,28:33,07:56,13.2,86.8,,,,,,100,Yes,MaxActive - Cellular 868963040372005,MaxActive - Cellular 868963040372005,MaxActive - Cellular 868963040372005,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,ADT 59,ADT 59,DUMP_TRUCK,VOLVO,A40G,,,,,MALAYSIA,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,ADT 60,ADT 60,DUMP_TRUCK,VOLVO,A40G,,,,,MALAYSIA,UNALLOCATED,17:51,03:11,21:02,15:21,15.1,84.9,,,,,,100,Yes,MaxActive - Cellular 868963040370520,MaxActive - Cellular 868963040370520,MaxActive - Cellular 868963040370520,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,ADT 61,ADT 61,DUMP_TRUCK,VOLVO,A40G,,,,,MALAYSIA,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - Cellular 862315066427484,MaxActive - Cellular 862315066427484,MaxActive - Cellular 862315066427484,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,ADT 62,ADT 62,DUMP_TRUCK,VOLVO,A40G,,,,,MALAYSIA,UNALLOCATED,16:46,02:44,19:30,15:10,14,86,,,,,,100,Yes,MaxActive - Cellular 862315066500710,MaxActive - Cellular 862315066500710,MaxActive - Cellular 862315066500710,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,ADT 63,Truck ADT 63,DUMP_TRUCK,VOLVO,A40 G,,,,,MALAYSIA,UNALLOCATED,18:55,01:44,20:39,17:16,8.4,91.6,,,,,,100,Yes,MaxTracker 357544370209872,MaxTracker 357544370209872,MaxTracker 357544370209872,,,contractor,Spring Energy,,
2023/07/31,2023/08/01,ADT 64,ADT 64,DUMP_TRUCK,VOLVO,A40G,,,,,MALAYSIA,UNALLOCATED,18:16,01:40,19:56,14:39,8.4,91.6,,,,,,100,Yes,MaxActive - Cellular 868963040263188,MaxActive - Cellular 868963040263188,MaxActive - Cellular 868963040263188,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,ADT 65,ADT 65,DUMP_TRUCK,VOLVO,A40G,,,,,MALAYSIA,UNALLOCATED,19:03,02:14,21:17,14:52,10.5,89.5,,,,,,100,Yes,MaxActive - Cellular 868963040372864,MaxActive - Cellular 868963040372864,MaxActive - Cellular 868963040372864,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,ADT HM300 01,ADT 01,DUMP_TRUCK,KOMATSU,HM300-2R,,,,,RHINO MINE,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983160D11854,MaxActive - LoRa 4CBC983160D11854,MaxActive - LoRa 4CBC983160D11854,,,,,,
2023/07/31,2023/08/01,ADT HM300 02,ADT 02,DUMP_TRUCK,KOMATSU,HM300-2R,,,,,RHINO MINE,UNALLOCATED,24:48,00:00,24:48,13:34,0,100,,,,,,100,Yes,MaxActive - LoRa 4CBC98314F8E6130,MaxActive - LoRa 4CBC98314F8E6130,MaxActive - LoRa 4CBC98314F8E6130,,,,,,
2023/07/31,2023/08/01,ADT HM300 03,ADT 03,DUMP_TRUCK,KOMATSU,HM300-2R,,,,,RHINO MINE,UNALLOCATED,27:50,01:16,29:07,09:17,4.3,95.7,,,,,,100,Yes,MaxActive - LoRa 4CBC98316D08CD09,MaxActive - LoRa 4CBC98316D08CD09,MaxActive - LoRa 4CBC98316D08CD09,,,,,,
2023/07/31,2023/08/01,AT-2134,Articulated Truck1,VEHICLE,VOLVO,,,,,,SYLACAUGA,UNALLOCATED,05:26,00:46,06:13,23:10,12.4,87.6,,,,,,100,Yes,MaxActive - Cellular 868963040370256,MaxActive - Cellular 868963040370256,MaxActive - Cellular 868963040370256,,,,,,
2023/07/31,2023/08/01,AT_2565,Articulated truck2,VEHICLE,VOLVO,,,,,,SYLACAUGA,UNALLOCATED,08:14,00:00,08:14,21:07,0,100,,,,,,100,Yes,MaxActive - Cellular 868963040371460,MaxActive - Cellular 868963040371460,MaxActive - Cellular 868963040371460,,,,,,
2023/07/31,2023/08/01,AW400701,AW400701,OTHER,CATERPILLAR,,AW400701,,,,SYLACAUGA,UNALLOCATED,00:00,00:00,00:00,,,,0,0,0,0,,100,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,B 004,Bulldozer D6,DOZER,CATERPILLAR,D6 XML,,,,,RANONG,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983211534E50,,MaxActive - LoRa 4CBC983211534E50,,,,,,
2023/07/31,2023/08/01,B 005,Bulldozer D7,DOZER,CATERPILLAR,D7 XML,,,,,RANONG,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983211026F02,,MaxActive - LoRa 4CBC983211026F02,,,,,,
2023/07/31,2023/08/01,B225,B225,DOZER,CATERPILLAR,D8T,VAW401265,,Diesel,,CORNWALL,WA2,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC98313076A923,MaxActive - LoRa 4CBC98313076A923,MaxActive - LoRa 4CBC98313076A923,,,,,,
2023/07/31,2023/08/01,B226,B226,DOZER,LIEBHERR,756,,,Diesel,,CORNWALL,WA+,00:00,00:00,00:00,37:52,,,,,,,,100,Yes,MaxActive - LoRa 4CBC9831C765AAF2,MaxActive - LoRa 4CBC9831C765AAF2,MaxActive - LoRa 4CBC9831C765AAF2,,,,,,
2023/07/31,2023/08/01,B229,B229,DOZER,CATERPILLAR,D7,,2021,Diesel,,CORNWALL,Z Spare,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC9831768A9721,MaxActive - LoRa 4CBC9831768A9721,MaxActive - LoRa 4CBC9831768A9721,,,Trial Machine,Finning,,
2023/07/31,2023/08/01,B230,B230,DOZER,KOMATSU,D85EX,8TNA025040,,Diesel,,CORNWALL,WA+,04:39,00:23,05:02,32:33,7.6,92.4,,,,,,100,Yes,MaxActive - LoRa 4CBC9831B80C7FDF,MaxActive - LoRa 4CBC9831B80C7FDF,MaxActive - LoRa 4CBC9831B80C7FDF,,,,CPI,,
2023/07/31,2023/08/01,B231,B231,DOZER,CATERPILLAR,D9T,,,Diesel,,CORNWALL,WA,11:16,00:07,11:23,26:05,1,99,,,,,,100,Yes,MaxActive - LoRa 4CBC9831B61BA6ED,MaxActive - LoRa 4CBC9831B61BA6ED,MaxActive - LoRa 4CBC9831B61BA6ED,,,LEASED,Finning,,
2023/07/31,2023/08/01,B233,B233,DOZER,CATERPILLAR,D8T,,,Diesel,,CORNWALL,Z Spare,10:44,02:54,13:38,23:56,21.2,78.8,,,,,,100,Yes,MaxActive - LoRa 4CBC983221BA444C,MaxActive - LoRa 4CBC983221BA444C,MaxActive - LoRa 4CBC983221BA444C,,,LEASED,RFS,,
2023/07/31,2023/08/01,B30D,B30D,DUMP_TRUCK_DUMPER,BELL,,,,Diesel,,TOURNON SAINT MARTIN,UNALLOCATED,02:52,00:00,02:52,35:52,0,100,,,,,,100,Yes,MaxTracker 350424060059639,MaxTracker 350424060059639,MaxTracker 350424060059639,MaxTipper 860640054096856,,OWNED,Imerys,,
2023/07/31,2023/08/01,B93A636DL07204484,B35D-3,DUMP_TRUCK_DUMPER,BELL,B35D,B93A636DL07204484,2014,Diesel,Stage IIIB,TOURNON SAINT MARTIN,UNALLOCATED,09:26,00:00,09:26,29:34,0,100,,,,,,100,Yes,MaxTracker 354018118050974,MaxTracker 354018118050974,MaxTracker 354018118050974,MaxTipper 860640054022928,,OWNED,,,
2023/07/31,2023/08/01,B93A636EV02106493,B35E - 1,DUMP_TRUCK_DUMPER,BELL,B35E,B93A636EV02106493,2018,Diesel,Stage IV,TOURNON SAINT MARTIN,UNALLOCATED,14:52,00:47,15:39,23:23,5,95,,,,,,100,Yes,MaxTracker 354018118036239,MaxTracker 354018118036239,MaxTracker 354018118036239,MaxTipper 860640054096872,,LEASED,,,
2023/07/31,2023/08/01,B93A640EJ02106635,B35E -2,DUMP_TRUCK_DUMPER,BELL,B35E,B93A640EJ02106635,2019,Diesel,Stage IV,TOURNON SAINT MARTIN,UNALLOCATED,14:26,00:32,14:59,24:02,3.6,96.4,,,,,,100,Yes,MaxTracker 354018118043003,MaxTracker 354018118043003,MaxTracker 354018118043003,MaxTipper 860640054106523,,LEASED,,,
2023/07/31,2023/08/01,BF457,VOLVO ADT,DUMP_TRUCK,VOLVO,,,,Diesel,,RHINO MINE,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,RENTED,TAU,,
2023/07/31,2023/08/01,BULLDOZER 73,73 - CAT D8T ,DOZER,CATERPILLAR,D8T,MLN01545,2012,Diesel,Stage IIIA,QUINCY,UNALLOCATED,00:00,00:00,00:00,15:27,,,,,,,,50,Yes,MaxActive - Cellular 862315069898285,MaxActive - Cellular 862315069898285,MaxActive - Cellular 862315069898285,,,OWNED,Imerys,,
2023/07/31,2023/08/01,BULLDOZER 75,75 - CAT D8T,DOZER,CATERPILLAR,D8T,KPZ01953,2007,Diesel,Stage II,QUINCY,UNALLOCATED,00:00,00:00,00:00,19:06,,,,,,,,50,Yes,MaxActive - Cellular 862315069897279,MaxActive - Cellular 862315069897279,MaxActive - Cellular 862315069897279,,,OWNED,Imerys,,
2023/07/31,2023/08/01,BULLDOZER 77,77 CAT D9T,DOZER,CATERPILLAR,D9T,,2021,Diesel,Stage IV,QUINCY,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983211571385,MaxTracker 357544374713002,MaxActive - LoRa 4CBC983211571385,,,LEASED,Imerys,,
2023/07/31,2023/08/01,BULLDOZER D8,D8  - CAT D9R ,DOZER,CATERPILLAR,D9R,7TL01004,1999,Diesel,Stage I,QUINCY,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983211D4ABBA,MaxTracker 357544374362644,MaxActive - LoRa 4CBC983211D4ABBA,,,OWNED,Imerys,,
2023/07/31,2023/08/01,Bull D375,Bull D375,DOZER,KOMATSU,,80002,,Diesel,,LUZENAC,UNALLOCATED,,,,,,,925,,2.44,,,0,Yes,MaxTracker 357544372676185,MaxTracker 357544372676185,MaxTracker 357544372676185,Komatsu - AEMP 2.0,Komatsu - AEMP 2.0,LEASED,,,
2023/07/31,2023/08/01,Bull D9T-1,Bull D9T-1,DOZER,CATERPILLAR,D9T-1,,,Diesel,,LUZENAC,UNALLOCATED,13:29,00:50,14:19,22:54,5.9,94.1,,,,,,100,Yes,MaxActive - Cellular 862315066523647,MaxActive - Cellular 862315066523647,MaxActive - Cellular 862315066523647,,,LEASED,,,
2023/07/31,2023/08/01,C 320E -3,pelle 320-3,EXCAVATOR,CATERPILLAR,320E,,,Diesel,,LUZENAC,UNALLOCATED,00:00,00:00,00:00,35:50,,,,,,,,100,Yes,MaxActive - Cellular 862315066613083,MaxActive - Cellular 862315066613083,MaxActive - Cellular 862315066613083,,,LEASED,Imerys,,
2023/07/31,2023/08/01,C1-CAT962-559,Chargeuse 1 Sable,WHEELED_LOADER,CATERPILLAR,CAT962,F2T559,,,,PLOEMEUR,UNALLOCATED,10:19,00:05,10:24,28:13,0.8,99.2,,,,,,100,Yes,MaxTracker 350544506379570,MaxTracker 350544506379570,MaxTracker 350544506379570,,,LEASED,,,
2023/07/31,2023/08/01,C16,WA470,WHEELED_LOADER,KOMATSU,WA470-8,H55713,,Diesel,,GLOMEL,UNALLOCATED,,,,,,,0,,0,,,0,Yes,MaxActive - LoRa 4CBC983194C3581D,,MaxActive - LoRa 4CBC983194C3581D,Komatsu - AEMP 2.0,Komatsu - AEMP 2.0,,,,
2023/07/31,2023/08/01,C17,L350H,WHEELED_LOADER,VOLVO,L350H,A00001356,,Diesel,,GLOMEL,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - Cellular 867198057181186,MaxActive - Cellular 867198057181186,MaxActive - Cellular 867198057181186,,,,,,
2023/07/31,2023/08/01,C2-Cat962-563,Chargeuse 2 Carrière,WHEELED_LOADER,CATERPILLAR,CAT962,F2T563,,,,PLOEMEUR,UNALLOCATED,10:07,00:00,10:07,28:32,0,100,,,,,,100,Yes,MaxTracker 350544506421141,MaxTracker 350544506421141,MaxTracker 350544506421141,,,OWNED,,,
2023/07/31,2023/08/01,C380E315095,C380E315095,OTHER,VOLVO,,C380E315095,,,,LUZENAC,UNALLOCATED,,,,,,,,,,,,0,Yes,Volvo - AEMP 2.0,Volvo - AEMP 2.0,Volvo - AEMP 2.0,,Volvo - AEMP 2.0,,,,
2023/07/31,2023/08/01,C7 - L150H,Chargeuse 7 - Kerbrient,WHEELED_LOADER,VOLVO,L150H,VCEL150HC00018816,2022,Diesel,Stage V,PLOEMEUR,UNALLOCATED,07:28,00:00,07:28,31:23,0,100,,,,,,100,Yes,MaxTracker 350544506425589,MaxTracker 350544506425589,MaxTracker 350544506425589,,,LEASED,,,
2023/07/31,2023/08/01,CAT 773F,ARROSEUSE1,WATER_BOWSER,CATERPILLAR,,,,Diesel,,LUZENAC,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 357544372629242,MaxTracker 357544372629242,MaxTracker 357544372629242,,,OWNED,,,
2023/07/31,2023/08/01,CAT-WW3-Water truck,CAT-WW3-Water truck,WATER BOWSER,CATERPILLAR,,TRK01463,,,,QUINCY,UNALLOCATED,,,,,,,0,,0,0,,0,Yes,MaxActive - LoRa 4CBC9832110497D7,MaxActive - LoRa 4CBC9832110497D7,MaxActive - LoRa 4CBC9832110497D7,CAT - AEMP 2.0,CAT - AEMP 2.0,LEASED,,,
2023/07/31,2023/08/01,CAT6030,Pelle -CAT6030,EXCAVATOR,CATERPILLAR,,,,Diesel,,LUZENAC,UNALLOCATED,20:01,00:00,20:01,18:02,0,100,,,,,,100,Yes,MaxActive - Cellular 860536043094871,MaxActive - Cellular 860536043094871,MaxActive - Cellular 860536043094871,,,LEASED,,,
2023/07/31,2023/08/01,CAT950-M,Chargeuse- CAT950-M,WHEELED_LOADER,CATERPILLAR,,XCJ20159,,Diesel,,LUZENAC,UNALLOCATED,,,,,,,98,,0.26,0,,0,Yes,MaxTracker 357544372642252,MaxTracker 357544372642252,MaxTracker 357544372642252,CAT - AEMP 2.0,CAT - AEMP 2.0,OWNED,Imerys,,
2023/07/31,2023/08/01,CAT972K,Pelle- CAT972K,WATER_BOWSER,CATERPILLAR,,PEM00901,,Diesel,,LUZENAC,UNALLOCATED,,,,,,,,,,0,,0,Yes,MaxTracker 357544372642351,MaxTracker 357544372642351,MaxTracker 357544372642351,CAT - AEMP 2.0,CAT - AEMP 2.0,OWNED,Imerys,,
2023/07/31,2023/08/01,CAT992G," CAT992G",WHEELED_LOADER,CATERPILLAR,,,,Diesel,,LUZENAC,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - Cellular 860536043094756,MaxActive - Cellular 860536043094756,MaxActive - Cellular 860536043094756,,,OWNED,Imerys,,
