StartDate,EndDate,AssetID,MachineName,MachineType,Load Capacity (Tonnes),OEM,Model,VIN,Manufacturing year,EngineType,EmissionStandard,Customer,Code,Site,HireStatus,ContractNumber,Active (hh:mm),Idle (hh:mm),Total On (hh:mm),Off (hh:mm),Idle (%),OutOfHours (hh:mm),RentalUtilisation (%),Fuel (L),Fuel burn (l/h),CO2 Emissions (t),Data Level (%),Telematics found,Activity Data Source,Location Data Source,Hour Meter Data Source,Fuel Data Source,Ownership type,Owner,Note,Subscriptions
2023/08/14,2023/08/15,EX15T207,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10150,,,,BALFOUR BEATTY PLANT & FLEET S,B064A,WASTE LANE COMPOUND,On hire,WSD32852,07:24,04:12,11:36,,36.2,00:00,64,28,2.41,0.07,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T208,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10148,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Available,,00:00,00:00,00:00,,,00:00,0,0,0,0,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T209,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10149,,,,BALFOUR BEATTY PLANT & FLEET S,B064A,BROMFORD TUNNELL,On hire,WSD32866,00:48,05:18,06:06,,86.9,00:00,34,16,2.62,0.04,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T210,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10144,,,,BALFOUR BEATTY PLANT & FLEET S,B064A,WASTE LANE COMPOUND,On hire,WSD32868,02:42,07:00,09:42,,72.2,00:00,54,35,3.61,0.09,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T211,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 3D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10145,,,,BALFOUR BEATTY CONSTRUCTION,B056,WOTTON UNDER BRIDGE -GL12 8BS,On hire,NSD8251,03:00,02:42,05:42,,47.4,00:00,32,45,7.89,0.12,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T212,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10196,,,,BALFOUR BEATTY VINCI JV (M4),B060,COMPOUND 9,On hire,PH83378,06:18,02:18,08:36,,26.7,00:00,48,74,8.6,0.2,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T213,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10159,,,,MCPHILLIPS (WELLINGTON) LTD,M290,UNALLOCATED,Unconfirmed Off Hire 1-2 Days Overdue,WPH43041,01:12,02:42,03:54,,69.2,00:00,22,16,4.1,0.04,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T214,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10207,,,,BALFOUR BEATTY VINCI JV - HS2,B095,WATTON HOUSE VIADUCTS (THE WEDGE),On hire,WPH35455,03:06,02:42,05:48,,46.6,00:00,32,19,3.28,0.05,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T215,15 TONNE CATERPILLAR CAT312e EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10214,,,,BAUER KELLER JV,B210,052-L11 SMALL DEAN VIADUCT LAUNCH COMPOUND,On hire,PH82079,03:24,02:54,06:18,,46,00:00,35,46,7.3,0.12,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T216,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10217,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,SDW79887,00:12,00:00,00:12,,0,00:00,1,1,5,0,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T217,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10195,,,,G F GORDON (PLANT HIRE) LTD,G045,LONDON BRIDGE - SE1,On hire,SDW83776,01:48,02:18,04:06,,56.1,00:00,23,27,6.59,0.07,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T218,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10200,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,PH83549,00:12,00:36,00:48,,75,00:00,4,2,2.5,0.01,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T219,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10199,,,,TEIGNMOUTH MARITIME SERVICES L,T038,FOREST OF DEAN - GL15 4AA,On hire,NSD8187,00:24,00:54,01:18,,69.2,00:00,7,4,3.08,0.01,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T22,15 TONNE CATERPILLAR CAT312E EXCAVATOR LOW EMISSION,EXCAVATORS,,CATERPILLAR,,PZL00654,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,,,,,,,,,,,,,0,No,,,,,,,,
2023/08/14,2023/08/15,EX15T220,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10220,,,,KELTBRAY PLANT LIMITED  - HS2,K031,A429 ROAD HEAD,On hire,WPH42956,03:54,04:24,08:18,,53,00:00,46,50,6.02,0.13,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T221,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10227,,,,BALFOUR BEATTY VINCI JV - HS2,B095,M42 - M6 MOTORWAY LINK,On hire,WPH42576,00:06,00:54,01:00,,90,00:00,6,4,4,0.01,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T222,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10221,,,,M&H CIVILS,M292,SOUTHERN VALLEY GOLF CLUB,On hire,PH83752,00:00,00:06,00:06,,100,00:00,1,0,0,0,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T223,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 3D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10192,,,,SKANSKA CONSTRUCTION UK LTD,S097,ST NEOTS -PE19,On hire,PH83769,04:00,01:48,05:48,,31,00:00,32,43,7.41,0.11,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T224,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 3D EARTHWORKS READY,EXCAVATOR,,CATERPILLAR,,NPY10193,,,,RIVERLINX CJV,R273,CANNING TOWN - E16,On hire,PH82033,02:24,03:06,05:30,,56.4,00:00,31,27,4.91,0.07,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T225,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10201,,,,UNITED LIVING ENERGY LIMITED,F076,TX35 PIPELINE DIVISION,On hire,WSD37372,00:42,00:48,01:30,,53.3,00:00,8,8,5.33,0.02,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T226,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10219,,,,TOPCON POSITIONING (GB) LTD,T164,P FLANNERY TRAINING SCHOOL,On hire,SDW82257,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T227,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10218,,,,SCS JV,S135,GATE 1 HARVIL ROAD -  UB9,On hire,PH82429,00:42,01:36,02:18,,69.6,00:00,13,9,3.91,0.02,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T228,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20055,,,,HEYROD CONSTRUCTION LTD,H071,GMI CONSTRUCTION GROUP,On hire,WPH42537,03:24,02:42,06:06,,44.3,00:00,34,37,6.07,0.1,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T229,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20054,,,,COLAS LIMITED,C058,DOVER - CT16,On hire,PH83458,04:18,02:42,07:00,,38.6,00:00,39,54,7.71,0.14,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T230,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY10222,,,,UNITED LIVING ENERGY LIMITED,F076,CHURCHOVER,On hire,WSD43051,04:12,01:48,06:00,,30,00:00,33,52,8.67,0.14,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T231,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20058,,,,SCS JV,S135,NEW YEARS GREEN LANE,On hire,PH77586,04:06,02:00,06:06,,32.8,00:00,34,48,7.87,0.13,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T232,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20080,,,,BAM NUTTALL LTD (BNE.0050),B275,ANGLERS ARMS PUB,On hire,WPH43042,05:24,05:42,11:06,,51.4,00:00,62,74,6.67,0.2,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T233,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20081,,,,JOHN SISK & SON (HOLDINGS) LTD,S100,M11 JUNC 8,On hire,PH82671,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T234,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20270,,,,LUDDON CONSTRUCTION LIMITED,L135,STANLOW,On hire,WSD41394,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T235,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20267,,,,BALFOUR BEATTY - ANGLIAN WATER,B259,MILTON KEYNES - MK17,On hire,SDW84076,00:48,00:24,01:12,,33.3,00:00,7,6,5,0.02,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T236,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20271,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Available,,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T237,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20277,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Available,,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T238,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20279,,,,UNITED LIVING ENERGY LIMITED,F076,UNALLOCATED,Available,,00:42,01:42,02:24,,70.8,00:00,13,8,3.33,0.02,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T239,15 TONNE CATERPILLAR 313GC EXCAVATOR,EXCAVATOR,,CATERPILLAR,,RHB20247,,,,KIER TRANSPORTATION LIMITED,K068,LIFTON - PL16 0AT,On hire,NSD8306,00:00,00:00,00:00,,,00:00,0,0,0,0,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T240,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20272,,,,VOLKER STEVIN INFRASTRUCTURE,V017,SILKSWORTH ROW,On hire,WSD42307,00:12,00:18,00:30,,60,00:00,3,2,4,0.01,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T241,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20275,,,,BALFOUR BEATTY CONSTRUCTION,B056,ADDLESTONE- KT15,On hire,SDW85349,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T242,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20276,,,,BALFOUR BEATTY VINCI JV - HS2,B095,"WASHWOOD HEATH,",On hire,WPH42125,06:48,04:48,11:36,,41.4,00:00,64,73,6.29,0.19,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T243,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20278,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,WSD43054,00:00,00:00,00:00,,,00:00,0,0,0,0,50,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T244,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20280,,,,P C CONSTRUCTION LIMITED,P032,M1 JUNCTION 15,On hire,PH82765,05:12,01:54,07:06,,26.8,00:00,39,60,8.45,0.16,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T245,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20281,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,SDW85473,00:42,00:48,01:30,,53.3,00:00,8,7,4.67,0.02,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T246,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20282,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,SDW85595,00:30,00:18,00:48,,37.5,00:00,4,4,5,0.01,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T247,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20283,,,,VOLKER STEVIN INFRASTRUCTURE,V017,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,NPH4344,00:24,00:24,00:48,,50,00:00,4,3,3.75,0.01,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T248,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20284,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Available,,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T249,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20285,,,,VOLKER STEVIN INFRASTRUCTURE,V017,KELLING - NR25,On hire,SDW85058,00:54,00:42,01:36,,43.8,00:00,9,7,4.38,0.02,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T250,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20286,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,PH83837,00:24,00:48,01:12,,66.7,00:00,7,7,5.83,0.02,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T251,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20287,,,,UNITED LIVING ENERGY LIMITED,F076,M42 JCN PIPELINE DIVERSION,On hire,WSD43096,00:30,00:24,00:54,,44.4,00:00,5,5,5.56,0.01,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T252,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20288,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Available,,00:36,00:18,00:54,,33.3,00:00,5,7,7.78,0.02,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T253,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20289,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,NPH4266,00:36,00:06,00:42,,14.3,00:00,4,5,7.14,0.01,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T254,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20290,,,,JJF LIMITED,J030," SOLIHULL",On hire,WSD42374,01:12,01:12,02:24,,50,00:00,13,15,6.25,0.04,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T255,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20291,,,,UNITED LIVING ENERGY LIMITED,F076,TX35 PIPE LINE -CHORLTON,On hire,WSD42487,01:06,00:18,01:24,,21.4,00:00,8,11,7.86,0.03,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T256,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION TRIMBLE EARTHWORKS RETRO,EXCAVATOR,,CATERPILLAR,,RHB20292,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Available,,04:06,06:54,11:00,,62.7,00:00,61,58,5.27,0.15,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T257,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20293,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Unconfirmed Off Hire 3+ Days Overdue,PH83354,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T258,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20300,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Available,,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T259,15 TONNE CATERPILLAR CAT313GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20302,,,,MORGAN SINDALL CONSTRUCTION,M169,OFF CROSS O' THE HILL ROAD,On hire,WPH40683,05:06,01:54,07:00,,27.1,00:00,39,52,7.43,0.14,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T260,15 TONNE CATERPILLAR CAT313 GC EXCAVATOR LOW EMISSION,EXCAVATOR,,CATERPILLAR,,RHB20304,,,,EBSFORD ENVIRONMENTAL LTD,E015,SOUTH ORMSBY ESTATE,On hire,WSD43057,08:00,04:54,12:54,,38,00:00,72,104,8.06,0.27,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T261,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20250,,,,KIER INTEGRATED SERVICES LTD,K060,WEST MOOR RESERVOIR - TA10 0LU,On hire,NSD8099,04:48,08:12,13:00,,63.1,00:00,72,69,5.31,0.18,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T262,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20251,,,,VINCI CONSTRUCTION UK LIMITED,V019,FARNBOROUGH - GU14 0LZ,On hire,PH83425,00:00,00:00,00:00,,,00:00,0,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T263,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20282,,,,KIER INTEGRATED SERVICES LTD,K060,AYLESBURY - HP22,Due for delivery today,SDW85314,01:06,02:24,03:30,,68.6,00:00,19,16,4.57,0.04,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T264,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20284,,,,KIER INTEGRATED SERVICES LTD,K060,METHWOLD ELDENS LANE STW,On hire,SDW85587,00:54,01:00,01:54,,52.6,00:00,11,8,4.21,0.02,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T265,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  READY,EXCAVATOR,,CATERPILLAR,,NPY20286,,,,UNALLOCATED,UNALLOCATED,UNALLOCATED,Available,,00:06,00:00,00:06,,0,00:00,1,0,0,0,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/08/14,2023/08/15,EX15T266,15 TONNE CATERPILLAR CAT313-07 EXCAVATOR LOW EMISSION 2D EARTHWORKS  FACTORY FITTED,EXCAVATOR,,CATERPILLAR,,NPY20287,,,,SCS JV,S135,WEST RUISLIP PORTAL,On hire,PH79405,05:30,03:12,08:42,,36.8,00:00,48,72,8.28,0.19,100,Yes,CAT - AEMP 2.0,,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
